﻿year,quarter,region,area,level_of_edu,value,unit,source
2564,"ไตรมาส 3",กรุงเทพมหานคร,ในเขตเทศบาล,"อุดมศึกษา สายวิชาชีพ",74.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",กรุงเทพมหานคร,ในเขตเทศบาล,"อุดมศึกษา สายวิชาการศึกษา",53.78,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",กรุงเทพมหานคร,ในเขตเทศบาล,การศึกษาอื่นๆ,100.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",กรุงเทพมหานคร,ในเขตเทศบาล,ไม่ทราบ,65.72,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,รวม,รวม,67.78,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,รวม,ไม่มีการศึกษา,57.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,รวม,ต่ำกว่าประถมศึกษา,46.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,รวม,ประถมศึกษา,73.22,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,รวม,มัธยมศึกษาตอนต้น,67.37,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,รวม,"มัธยมศึกษาตอนปลาย สายสามัญ",69.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,รวม,"มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",71.78,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,รวม,"มัธยมศึกษาตอนปลาย สายวิชาการ",50.32,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,รวม,"อุดมศึกษา สายวิชาการ",80.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,รวม,"อุดมศึกษา สายวิชาชีพ",84.91,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,รวม,"อุดมศึกษา สายวิชาการศึกษา",60.62,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,รวม,การศึกษาอื่นๆ,97.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,รวม,ไม่ทราบ,79.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,ในเขตเทศบาล,รวม,67.47,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,ในเขตเทศบาล,ไม่มีการศึกษา,60.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,ในเขตเทศบาล,ต่ำกว่าประถมศึกษา,43.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,ในเขตเทศบาล,ประถมศึกษา,71.82,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,ในเขตเทศบาล,มัธยมศึกษาตอนต้น,66.07,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายสามัญ",68.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",69.43,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,ในเขตเทศบาล,"มัธยมศึกษาตอนปลาย สายวิชาการ",71.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,ในเขตเทศบาล,"อุดมศึกษา สายวิชาการ",79.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,ในเขตเทศบาล,"อุดมศึกษา สายวิชาชีพ",83.59,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,ในเขตเทศบาล,"อุดมศึกษา สายวิชาการศึกษา",57.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,ในเขตเทศบาล,การศึกษาอื่นๆ,95.96,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,ในเขตเทศบาล,ไม่ทราบ,78.62,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,นอกเขตเทศบาล,รวม,68.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2564,"ไตรมาส 3",ภาคกลาง,นอกเขตเทศบาล,ไม่มีการศึกษา,55.43,ร้อยละ,สำนักงานสถิติแห่งชาติ
